manufacturer,transmission,fuel_type,cylinders,wheels,msrp,style,model,year,horsepower,doors,market_category,size,highwaympg,citympg,popularity
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,77350,Sedan,CLS-Class,2017,402,4,Luxury,Midsize,25,17,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,63100,Sedan,E-Class,2016,329,4,Luxury,Midsize,29,20,617
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,42300,Sedan,4 Series Gran Coupe,2015,240,4,Luxury,Midsize,33,22,3916
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,38950,4dr SUV,X3,2016,240,4,Crossover,Midsize,28,21,3916
BMW,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,52300,Convertible,4 Series,2017,248,2,Luxury,Midsize,32,22,3916
BMW,AUTOMATIC,premium unleaded (required),6,rear wheel drive,54700,4dr SUV,X5,2016,300,4,Crossover,Midsize,25,18,3916
Audi,AUTOMATED_MANUAL,diesel,4,front wheel drive,32600,Sedan,A3,2015,150,4,Diesel,Compact,43,31,3105
Mazda,AUTOMATIC,regular unleaded,6,front wheel drive,32480,4dr SUV,CX-9,2014,273,4,Crossover,Large,24,17,586
Nissan,AUTOMATIC,regular unleaded,4,all wheel drive,24680,4dr SUV,Rogue,2016,170,4,Crossover,Midsize,32,25,2009
Mazda,MANUAL,regular unleaded,4,front wheel drive,20095,4dr Hatchback,3,2015,155,4,Hatchback,Compact,40,29,586
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,32560,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,15,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,20795,4dr SUV,Outlander Sport,2016,148,4,Crossover,Compact,31,24,436
Chrysler,AUTOMATIC,regular unleaded,6,rear wheel drive,42395,Sedan,300,2015,292,4,Performance,Large,31,19,1013
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,42350,4dr SUV,XC60,2015,302,4,Crossover,Midsize,30,22,870
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,31950,Sedan,Altima,2015,270,4,Performance,Midsize,32,22,2009
Audi,AUTOMATIC,diesel,6,all wheel drive,59900,4dr SUV,Q7,2015,240,4,Crossover,Large,28,19,3105
Nissan,AUTOMATIC,premium unleaded (recommended),6,all wheel drive,41995,Convertible SUV,Murano CrossCabriolet,2014,265,2,Crossover,Midsize,22,17,2009
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,24990,4dr SUV,CX-3,2017,146,4,Crossover,Compact,34,29,586
FIAT,AUTOMATIC,regular unleaded,4,front wheel drive,22735,4dr SUV,500X,2016,180,4,Crossover,Compact,31,22,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,40950,Sedan,C-Class,2016,241,4,Luxury,Midsize,31,24,617
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,20795,4dr SUV,Outlander Sport,2015,148,4,Crossover,Compact,32,25,436
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,42300,Sedan,4 Series Gran Coupe,2015,240,4,Luxury,Midsize,33,22,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,24995,Sedan,6,2016,184,4,Generic,Midsize,38,26,586
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,41820,Convertible,370Z,2016,332,2,High-Performance,Compact,25,18,2009
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,132200,Sedan,ALPINA B7,2015,540,4,Factory Tuner,Large,25,16,3916
Nissan,MANUAL,regular unleaded,6,four wheel drive,30320,4dr SUV,Xterra,2014,261,4,Generic,Midsize,20,16,2009
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,28665,Convertible,MX-5 Miata,2015,167,2,Performance,Compact,28,21,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,65200,4dr SUV,GL-Class,2015,362,4,Crossover,Large,21,17,617
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,39850,4dr SUV,XC60,2016,240,4,Crossover,Midsize,31,23,870
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,72500,Convertible,M4,2015,425,2,Factory Tuner,Midsize,26,17,3916
Mazda,AUTOMATIC,premium unleaded (recommended),4,rear wheel drive,29265,Convertible,MX-5 Miata,2015,158,2,Performance,Compact,28,21,586
Ferrari,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,257412,Convertible,458 Italia,2014,562,2,Exotic,Compact,17,13,2774
Audi,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,55400,Sedan,S4,2014,333,4,Factory Tuner,Midsize,28,18,3105
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,17990,Sedan,Sentra,2017,124,4,Generic,Midsize,37,29,2009
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,48250,4dr SUV,XC60,2015,300,4,Crossover,Midsize,24,17,870
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,46400,4dr SUV,Q5,2017,272,4,Crossover,Midsize,26,18,3105
FIAT,MANUAL,premium unleaded (recommended),4,front wheel drive,19995,4dr SUV,500X,2017,160,4,Crossover,Compact,33,25,819
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,21960,4dr SUV,CX-3,2017,146,4,Crossover,Compact,34,29,586
BMW,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,113700,Coupe,M6,2017,560,2,Factory Tuner,Midsize,20,14,3916
Audi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,48400,Sedan,S3,2017,292,4,Factory Tuner,Compact,28,21,3105
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,41990,Coupe,370Z,2015,350,2,Factory Tuner,Compact,26,18,2009
Mercedes-Benz,DIRECT_DRIVE,electric,0,front wheel drive,41450,4dr Hatchback,B-Class Electric Drive,2015,177,4,Hatchback,Compact,82,85,617
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,43050,Sedan,A3,2016,220,4,Luxury,Compact,33,24,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,rear wheel drive,189350,Sedan,Maybach,2016,523,4,Exotic,Large,20,13,617
Audi,AUTOMATIC,flex-fuel (premium unleaded recommended/E85),4,all wheel drive,43150,4dr SUV,Q5,2017,220,4,Crossover,Midsize,27,20,3105
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,18350,Sedan,Sentra,2015,130,4,Generic,Midsize,39,30,2009
Mercedes-Benz,AUTOMATIC,diesel,4,all wheel drive,54300,Sedan,E-Class,2015,195,4,Diesel,Midsize,38,27,617
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,72300,4dr SUV,X5,2017,445,4,Crossover,Midsize,21,15,3916
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,49200,4dr Hatchback,3 Series Gran Turismo,2016,300,4,Hatchback,Midsize,30,20,3916
BMW,AUTOMATIC,premium unleaded (required),8,rear wheel drive,89000,Coupe,6 Series,2017,445,2,Luxury,Midsize,24,17,3916
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,45400,4dr SUV,XC60,2015,250,4,Crossover,Midsize,25,18,870
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,52900,Convertible,C-Class,2017,241,2,Luxury,Midsize,29,22,617
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,34360,Crew Cab Pickup,Frontier,2016,261,4,Generic,Compact,21,15,2009
Audi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,42900,Sedan,S3,2017,292,4,Factory Tuner,Compact,28,21,3105
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,45270,Convertible,370Z,2015,332,2,High-Performance,Compact,24,17,2009
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,22900,Sedan,Altima,2016,182,4,Generic,Midsize,39,27,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,89950,4dr SUV,GL-Class,2016,429,4,Crossover,Large,18,13,617
Audi,MANUAL,premium unleaded (required),4,all wheel drive,40500,Coupe,A5,2016,220,2,Luxury,Midsize,32,22,3105
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,44350,4dr SUV,XC60,2015,240,4,Crossover,Midsize,25,18,870
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,41000,Wagon,V60 Cross Country,2015,250,4,Crossover,Midsize,28,20,870
Chrysler,AUTOMATIC,regular unleaded,6,rear wheel drive,35595,Sedan,300,2016,300,4,Performance,Large,31,19,1013
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,88600,4dr SUV,GL-Class,2014,429,4,Crossover,Large,18,13,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,99600,Sedan,S-Class,2017,449,4,Luxury,Large,25,16,617
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,33150,4dr SUV,Pathfinder,2016,260,4,Crossover,Large,27,20,2009
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,29070,4dr SUV,CX-5,2014,184,4,Crossover,Midsize,30,24,586
Nissan,AUTOMATIC,regular unleaded,4,rear wheel drive,20660,Extended Cab Pickup,Frontier,2015,152,4,Generic,Compact,23,17,2009
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,81500,Sedan,A8,2016,333,4,Luxury,Large,28,18,3105
Alfa Romeo,AUTOMATED_MANUAL,premium unleaded (required),4,rear wheel drive,53900,Coupe,4C,2015,237,2,Luxury,Compact,34,24,113
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,47800,Sedan,3 Series,2016,320,4,Luxury,Midsize,33,22,3916
Volvo,AUTOMATIC,regular unleaded,4,all wheel drive,51000,4dr SUV,XC60,2017,302,4,Crossover,Midsize,29,20,870
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,52900,4dr SUV,Q5,2015,272,4,Crossover,Midsize,26,18,3105
Audi,MANUAL,premium unleaded (required),10,all wheel drive,190600,Convertible,R8,2015,550,2,Luxury,Compact,19,12,3105
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,65100,4dr SUV,GLE-Class Coupe,2016,362,4,Crossover,Midsize,23,17,617
Mazda,MANUAL,regular unleaded,4,front wheel drive,16210,4dr Hatchback,2,2014,100,4,Hatchback,Compact,35,29,586
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,47000,Convertible,TT,2017,220,2,Luxury,Compact,30,23,3105
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,41550,Wagon,XC70,2016,240,4,Crossover,Midsize,31,23,870
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,24770,Passenger Minivan,5,2015,157,4,Generic,Compact,28,21,586
Nissan,MANUAL,regular unleaded,4,rear wheel drive,18390,Extended Cab Pickup,Frontier,2017,152,4,Generic,Compact,23,19,2009
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,34200,Sedan,A3,2016,220,4,Luxury,Compact,33,24,3105
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,44700,4dr SUV,X4,2015,240,4,Crossover,Midsize,28,20,3916
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,38370,Coupe,370Z,2016,332,2,High-Performance,Compact,26,19,2009
Mercedes-Benz,AUTOMATED_MANUAL,premium unleaded (required),4,front wheel drive,32050,Sedan,CLA-Class,2016,208,4,Luxury,Midsize,38,26,617
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,49800,4dr SUV,XC60,2015,325,4,Crossover,Midsize,24,17,870
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,31750,Extended Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,15,2009
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,35450,Sedan,S60,2015,250,4,Luxury,Midsize,29,20,870
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,24470,Passenger Minivan,5,2013,157,4,Generic,Compact,28,22,586
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,66200,Coupe,M4,2017,425,2,Factory Tuner,Midsize,26,17,3916
Nissan,AUTOMATIC,regular unleaded,6,four wheel drive,35610,Crew Cab Pickup,Frontier,2016,261,4,Generic,Compact,21,15,2009
Nissan,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,24400,4dr Hatchback,Juke,2017,188,4,Crossover,Compact,30,26,2009
Audi,AUTOMATED_MANUAL,premium unleaded (required),8,all wheel drive,77900,Convertible,RS 5,2013,450,2,Factory Tuner,Midsize,23,16,3105
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,31290,Coupe,370Z,2017,332,2,High-Performance,Compact,26,19,2009
Chrysler,AUTOMATIC,flex-fuel (unleaded/E85),4,front wheel drive,22490,Sedan,200,2016,184,4,Flex Fuel,Midsize,36,23,1013
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,45490,Coupe,370Z,2015,350,2,Factory Tuner,Compact,26,18,2009
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,31200,4dr SUV,X1,2015,240,4,Crossover,Midsize,34,23,3916
Mitsubishi,AUTOMATIC,regular unleaded,4,four wheel drive,22195,4dr SUV,Outlander Sport,2016,148,4,Crossover,Compact,29,23,436
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,46750,4dr SUV,XC60,2015,302,4,Crossover,Midsize,30,22,870
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,31290,Coupe,370Z,2015,332,2,High-Performance,Compact,26,19,2009
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,41135,Sedan,300,2017,292,4,Generic,Large,27,18,1013
BMW,AUTOMATIC,premium unleaded (required),8,all wheel drive,131300,Sedan,ALPINA B7,2014,540,4,Factory Tuner,Large,24,16,3916
BMW,AUTOMATIC,premium unleaded (required),4,all wheel drive,40950,4dr SUV,X3,2016,240,4,Crossover,Midsize,28,21,3916
Audi,AUTOMATED_MANUAL,premium unleaded (required),6,all wheel drive,67350,Convertible,S5,2016,333,2,Factory Tuner,Midsize,26,18,3105
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,46790,Coupe,370Z,2015,350,2,Factory Tuner,Compact,26,19,2009
Mazda,MANUAL,regular unleaded,4,front wheel drive,23845,Sedan,6,2015,184,4,Generic,Midsize,37,25,586
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,15480,4dr Hatchback,Versa Note,2016,109,4,Hatchback,Compact,40,31,2009
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,41650,Sedan,4 Series Gran Coupe,2016,240,4,Luxury,Midsize,34,23,3916
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,front wheel drive,33600,Sedan,A3,2016,170,4,Luxury,Compact,33,23,3105
Mazda,MANUAL,regular unleaded,4,front wheel drive,20045,Sedan,3,2016,155,4,Generic,Compact,41,29,586
BMW,AUTOMATIC,diesel,6,all wheel drive,59650,Sedan,5 Series,2016,255,4,Diesel,Large,37,26,3916
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,17590,Sedan,Versa,2015,109,4,Generic,Compact,40,31,2009
Volvo,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,51150,4dr SUV,XC90,2017,250,4,Crossover,Large,26,22,870
Audi,AUTOMATIC,premium unleaded (required),6,all wheel drive,68300,Sedan,A7,2016,333,4,Luxury,Large,30,20,3105
Volvo,AUTOMATIC,regular unleaded,6,front wheel drive,39700,4dr SUV,XC90,2014,240,4,Crossover,Midsize,25,16,870
Nissan,AUTOMATIC,regular unleaded,4,all wheel drive,43780,4dr SUV,Murano,2016,250,4,Crossover,Midsize,30,26,2009
Volvo,AUTOMATIC,regular unleaded,5,all wheel drive,37650,Wagon,V60,2016,250,4,Luxury,Midsize,29,20,870
BMW,AUTOMATED_MANUAL,premium unleaded (required),6,rear wheel drive,65800,Convertible,Z4,2014,335,2,Luxury,Compact,24,17,3916
Audi,AUTOMATIC,premium unleaded (required),8,all wheel drive,110700,Sedan,RS 7,2017,560,4,Factory Tuner,Large,25,15,3105
FIAT,MANUAL,premium unleaded (recommended),4,rear wheel drive,28195,Convertible,124 Spider,2017,160,2,Performance,Compact,35,26,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,98400,4dr SUV,M-Class,2015,518,4,Crossover,Midsize,17,13,617
Mitsubishi,AUTOMATIC,regular unleaded,4,all wheel drive,26495,4dr SUV,Outlander,2017,166,4,Crossover,Midsize,29,24,436
Mazda,MANUAL,premium unleaded (recommended),4,rear wheel drive,23970,Convertible,MX-5 Miata,2015,167,2,Performance,Compact,28,22,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,rear wheel drive,38950,Sedan,C-Class,2016,241,4,Luxury,Midsize,34,25,617
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,55850,Coupe,E-Class,2015,329,2,Luxury,Midsize,28,20,617
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,55400,Crew Cab Pickup,Titan,2017,390,4,Generic,Large,21,15,2009
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,21210,4dr SUV,CX-3,2016,146,4,Crossover,Compact,32,27,586
BMW,AUTOMATIC,premium unleaded (required),6,all wheel drive,79100,Coupe,6 Series,2015,315,2,Luxury,Midsize,29,20,3916
BMW,MANUAL,premium unleaded (required),6,rear wheel drive,62000,Sedan,M3,2015,425,4,Factory Tuner,Midsize,26,17,3916
FIAT,AUTOMATIC,premium unleaded (recommended),4,front wheel drive,19390,2dr Hatchback,500,2017,101,2,Hatchback,Compact,33,27,819
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,rear wheel drive,234050,Coupe,S-Class,2016,621,2,Factory Tuner,Large,20,13,617
Nissan,AUTOMATIC,regular unleaded,4,front wheel drive,20720,Cargo Minivan,NV200,2015,131,4,Generic,Compact,26,24,2009
Nissan,AUTOMATED_MANUAL,premium unleaded (recommended),6,all wheel drive,115710,Coupe,GT-R,2015,545,2,High-Performance,Midsize,23,16,2009
BMW,AUTOMATIC,premium unleaded (required),4,rear wheel drive,49950,Sedan,5 Series,2015,241,4,Luxury,Large,34,23,3916
BMW,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,94100,Sedan,M5,2016,560,4,Factory Tuner,Large,20,14,3916
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,24945,4dr Hatchback,3,2017,184,4,Hatchback,Compact,35,26,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),12,four wheel drive,217900,4dr SUV,G-Class,2016,621,4,Factory Tuner,Midsize,13,11,617
Audi,AUTOMATIC,premium unleaded (required),8,all wheel drive,114900,Sedan,S8,2015,520,4,Factory Tuner,Large,27,17,3105
BMW,AUTOMATED_MANUAL,premium unleaded (required),8,rear wheel drive,115700,Sedan,M6 Gran Coupe,2015,560,4,Factory Tuner,Large,20,14,3916
Nissan,AUTOMATIC,regular unleaded,6,all wheel drive,34400,4dr SUV,Murano,2017,260,4,Crossover,Midsize,28,21,2009
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,41750,Wagon,V60,2017,240,4,Luxury,Midsize,36,25,870
Audi,AUTOMATIC,premium unleaded (required),4,all wheel drive,39700,Sedan,A4,2015,220,4,Luxury,Midsize,31,22,3105
Volvo,AUTOMATIC,premium unleaded (recommended),4,all wheel drive,52950,Sedan,S90,2017,316,4,Luxury,Large,31,22,870
Nissan,MANUAL,regular unleaded,6,rear wheel drive,24540,Extended Cab Pickup,Frontier,2015,261,4,Generic,Compact,22,16,2009
FIAT,AUTOMATIC,regular unleaded,4,all wheel drive,24635,4dr SUV,500X,2016,180,4,Crossover,Compact,30,21,819
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,22945,4dr SUV,CX-5,2015,155,4,Crossover,Midsize,32,26,586
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,34110,Passenger Minivan,Quest,2016,260,4,Generic,Compact,27,20,2009
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,37070,Coupe,370Z,2016,332,2,High-Performance,Compact,26,18,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),8,all wheel drive,115300,Coupe,CL-Class,2013,429,2,Luxury,Large,24,15,617
Nissan,AUTOMATIC,regular unleaded,6,rear wheel drive,32560,Crew Cab Pickup,Frontier,2015,261,4,Generic,Compact,21,15,2009
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,25245,Sedan,6,2017,184,4,Generic,Midsize,35,26,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,rear wheel drive,51100,4dr SUV,GLE-Class,2016,302,4,Crossover,Midsize,24,18,617
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,31520,4dr SUV,CX-9,2016,227,4,Crossover,Large,28,22,586
Mazda,AUTOMATIC,regular unleaded,4,all wheel drive,24895,4dr SUV,CX-5,2016,184,4,Crossover,Midsize,30,24,586
Mercedes-Benz,AUTOMATIC,premium unleaded (required),6,all wheel drive,65600,Sedan,E-Class,2016,329,4,Luxury,Midsize,28,20,617
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,46675,Wagon,XC70,2016,240,4,Crossover,Midsize,31,23,870
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,61300,Wagon,V60,2016,345,4,Factory Tuner,Midsize,27,18,870
Audi,AUTOMATIC,premium unleaded (required),4,all wheel drive,39300,4dr SUV,Q5,2015,220,4,Crossover,Midsize,28,20,3105
Nissan,AUTOMATIC,regular unleaded,8,rear wheel drive,33990,Crew Cab Pickup,Titan,2014,317,4,Flex Fuel,Large,18,13,2009
Mitsubishi,AUTOMATIC,regular unleaded,4,front wheel drive,21295,4dr SUV,Outlander Sport,2015,168,4,Crossover,Compact,28,23,436
Mazda,AUTOMATIC,regular unleaded,4,front wheel drive,15560,4dr Hatchback,2,2014,100,4,Hatchback,Compact,34,28,586
Audi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,51700,Convertible,TTS,2015,265,2,Factory Tuner,Compact,31,22,3105
Mitsubishi,AUTOMATIC,regular unleaded,4,four wheel drive,27695,4dr SUV,Outlander Sport,2017,168,4,Crossover,Compact,27,22,436
Nissan,MANUAL,premium unleaded (required),6,rear wheel drive,37070,Coupe,370Z,2015,332,2,High-Performance,Compact,26,18,2009
Nissan,AUTOMATIC,regular unleaded,8,four wheel drive,32210,Extended Cab Pickup,Titan,2014,317,4,Flex Fuel,Large,17,12,2009
Mercedes-Benz,AUTOMATIC,premium unleaded (required),4,all wheel drive,54650,Sedan,E-Class,2017,241,4,Luxury,Midsize,29,22,617
Mazda,AUTOMATIC,regular unleaded,6,all wheel drive,36625,4dr SUV,CX-9,2014,273,4,Crossover,Large,22,16,586
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,32980,4dr SUV,Pathfinder,2017,284,4,Crossover,Large,27,20,2009
Nissan,AUTOMATIC,premium unleaded (required),6,rear wheel drive,31290,Coupe,370Z,2016,332,2,High-Performance,Compact,26,19,2009
Mitsubishi,MANUAL,regular unleaded,3,front wheel drive,13995,Sedan,Mirage G4,2017,78,4,Generic,Compact,40,33,436
Volvo,AUTOMATIC,regular unleaded,6,all wheel drive,59700,Sedan,S60,2016,345,4,Factory Tuner,Midsize,27,18,870
Chrysler,AUTOMATIC,regular unleaded,6,all wheel drive,40570,Sedan,300,2015,292,4,Generic,Large,27,18,1013
Audi,MANUAL,premium unleaded (required),6,all wheel drive,54300,Sedan,S4,2015,333,4,Factory Tuner,Midsize,26,17,3105
Audi,AUTOMATED_MANUAL,premium unleaded (required),4,all wheel drive,52500,Coupe,TTS,2017,292,2,Factory Tuner,Compact,27,23,3105
Audi,AUTOMATED_MANUAL,premium unleaded (recommended),4,all wheel drive,37700,Sedan,A3,2016,220,4,Luxury,Compact,33,24,3105
Audi,AUTOMATED_MANUAL,premium unleaded (required),8,all wheel drive,124000,Coupe,R8,2014,430,2,Luxury,Compact,23,14,3105
Nissan,AUTOMATIC,regular unleaded,6,front wheel drive,36100,4dr SUV,Pathfinder,2017,284,4,Crossover,Large,27,20,2009
Volvo,AUTOMATIC,regular unleaded,4,front wheel drive,41700,Sedan,S80,2015,240,4,Luxury,Midsize,38,26,870
Mazda,MANUAL,regular unleaded,4,front wheel drive,17845,Sedan,3,2016,155,4,Generic,Compact,41,29,586
